processed_sentence,mainkeyword_list
extremely crowded sold out shows there should be a capacity limit it is hard to enjoy the aquarium when you can barely move i can not give a fair review on the exhibits because i could barely see them ,['Exhibits']
animals appear very well cared for only complaint is it is very crowded despite having a specific slot time to enter highly recommend the georgia aquarium for all ages ,['Crowd']
the mcdonalds of airports. this would completely deter me from flying again ,['Restaurants']
"european aquariums nuremberg, benalmadena. offer more the huge whale shark aquarium is nice translated by google i expected much more european aquariums nuremberg, benalmadena. offer more the huge whale shark aquarium is nice ",['aquarium']
"offer more the huge whale shark aquarium is nice translated by google i expected much more european aquariums nuremberg, benalmadena. offer more the huge whale shark aquarium is nice ",['ocean voyager']
not so much valet parking parking is terrible and so expensive entering is very inconvenient with 4 measures of security to enter wish there was a way to keep everyone going in one direction because it is so crowded and most people are inconsiderate where they are walking it is well kept and clean soundings cafe was expensive and had a employee had braids tied up and was wearing a red dress shirt being rude to customers and was trying to stop people from entering the sitting area because he wanted to close and stop serving people before closing he was short with peoples questions and pretty much tossed them there order the gift shop is ridiculous with the prices definitely not worth the visit ,"['Cleanliness', 'Crowd', 'Gift Shop', 'Parking', 'Parking', 'Price', 'Price', 'Price', 'Staff', 'Staff']"
love the displays here. they are doing great things for conservation definitely something everyone should see when in town ,['Conservation']
had a wonderful time there for my 9 year olds birthday. go before 10am it gets crowded ,['Crowd']
best place to be the place was packed but still very easy to get around this place is huge the sharks and manta rays weee our favorite along with the tiny little paws of the sea otters you can pay at the door if you need and they take the city pass me and my 2 teen sons had a blast i can not recommend this place enough thanks ,"['Crowd', 'Discount', 'Others', 'Price', 'river scout', 'Sharks! Predators of the Deep']"
"the layout is not conducive to the number of people who visit it is loud the cafe is poorly situated so you are on top of each other just trying to get in line to get food lines for the bathroom are insane they have someone making announcements that you can not even make out what she is saying dolphin show was nice, and the whales but so crowded the littles can barely get a glimpse before they are bombarded by rude adults. they need a better layout a drink station upstairs and more restrooms i doubt we will be back ","['Bathrooms', 'Crowd', 'dolphin show', 'Entertainment', 'Environmental', 'Food', 'Food', 'Others', 'Staff']"
"sooooo crowded. the layout is not conducive to the number of people who visit it is loud the cafe is poorly situated so you are on top of each other just trying to get in line to get food lines for the bathroom are insane they have someone making announcements that you can not even make out what she is saying dolphin show was nice, and the whales but so crowded the littles can barely get a glimpse before they are bombarded by rude adults. they need a better layout a drink station upstairs and more restrooms i doubt we will be back ",['Crowd']
"i have loved seeing the changes as i have grown up and the aquarium only gets better it is also extremely accessible by the marta and is located right next to world of coca-cola and within centennial olympic park so you could easily plan a whole day here. my tip is to download the app and reserve the dolphin and sea lion shows prior to making your way to the aquarium, but you can only do this day of ","['Accessibility', 'Application', 'dolphin show', 'Others', 'Others']"
"i love the aquarium even as an adult it is still so much fun. i have loved seeing the changes as i have grown up and the aquarium only gets better it is also extremely accessible by the marta and is located right next to world of coca-cola and within centennial olympic park so you could easily plan a whole day here. my tip is to download the app and reserve the dolphin and sea lion shows prior to making your way to the aquarium, but you can only do this day of ",['aquarium']
too busy to my liking. but heck it is after all the busiest in the world the signs are well placed and guides well especially the signs to ride share areas ,['Crowd']
these shows are brilliant don t want to give out spoilers your money is totally worth this show even if rest of the aquarium seems to have the animals you see elsewhere too cudos to the team of trainers we easily spent around 4 hours ,"['Animals', 'aquarium', 'Entertainment', 'Price', 'Price']"
very well maintained highlights- dolphin and sea lion presentations. ,"['dolphin show', 'Others', 'Others']"
gigantic space with even land creatures has a whale shark one of my favorite animals on earth a must visit if you are in atlanta right next to the world of coca-cola. ,['ocean voyager']
"amazing tsa, phenomenal restaurant/bar service i was at terminal c. like wow happy to fly to and through atlanta again longhorn service is the sh t ","['Restaurants', 'Security']"
busy. if you want to get cussed out by a underpaid employee is anywhere in this airport work you can start with security ,"['Security', 'Staff']"
we had a good time and spent about three good hours. ,['Experience']
"great for kids, teens adults seniors pretty much everyone. they even have a dolphin show but for my money, the beluga whales are the main attraction. ",['Price']
wow that was a waste of money 7min dolphin show what a joke crazy crowds. ,"['Abbott Oceanarium', 'Crowd', 'Entertainment']"
dirty restrooms and tables in the cafe horrible spend your money elsewhere ,"['Bathrooms', 'Cleanliness']"
wow that was a waste of money 7min dolphin show what a joke crazy crowds. dirty restrooms and tables in the cafe horrible spend your money elsewhere ,['Price']
dirty viewing areas hard to find employees for directions the aquatic life was friendly ,"['aquarium', 'Cleanliness', 'Expansion', 'Staff']"
horrible traffic management even for prepaid parking 22 minutes to get in a space in the parking garage. ,"['Others', 'Parking', 'Parking']"
lots of people today food in the cafeteria is kinda pricey ,"['Crowd', 'Food', 'Price']"
"worst thing we did in atl worst thing we did in atl this is the worst thing we did in atlanta. it felt like a fish theme park, minus the fun rides. ","['Atlanta', 'Crowd', 'Others', 'Rides']"
"very commercial - at every turn there was a way to force a sale: photos at entrance, face painting vr dippin' dots, the gift shop hallway at the exit. ","['Experience', 'Gift Shop']"
"i could go on and on having visited many other science museums around the country, this one feels crass and very far from research habitat restoration etc. ",['Others']
"i got my food and asked if i could have some ketchup and the female worker stares at me and huffed i felt like it was an inconvenience to ask for a sauce that was right behind her her attitude was not it and i did not feel very welcome everything else here is great, very clean ","['Cleanliness', 'Staff']"
"poor service food was bland as expected, that is not the problem. i got my food and asked if i could have some ketchup and the female worker stares at me and huffed i felt like it was an inconvenience to ask for a sauce that was right behind her her attitude was not it and i did not feel very welcome everything else here is great, very clean ",['Food']
it is a huge airport. my transition from rental car to the gate was very easy delta bag tag flowed clear made my line standing minimum tsa lady told me what to do and i did it which made that process easy i dropped off the car at 6:09 am by 643 i was standing in line order my bagels. ,"['Airlines', 'Rental Car', 'Security', 'Wayfinding']"
"had some expectations that was not met, but overall it is a normal but big aquarium. ",['aquarium']
weekday or weekend if you do not have tsa pre-check be prepared to wait in long lines. ,['Crowd']
allow for time to travel through the terminals via train overall good airport for domestic ans international travel ,['Wayfinding']
"tanks everywhere and huge fish of every kind in the penguin exhibit, you can put yourself in the middle of the penguins in an acrylic tube as if you re on display. it was a fantastic visit we stayed in a hotel next door using valet parking that kept us from worrying about parking ",['Parking']
very nice expensive but a nice place lots to see kids will love it ,['Price']
very pleasant tsa and checkers during the check in process everyone seems to enjoy their job so it makes it a better experience ,"['Check In', 'Experience', 'Security']"
"i m the manager here, so this might be a bit biased but other than the sickly amount of old people and children here the aquarium is quite a nice place even though they completely changed the dolphin show to be so bad and the sea lion show is also boring so i do not recommend it but dip n dots are fireee ","['aquarium', 'dolphin show', 'Entertainment', 'Others']"
"lots to see i normally prefer zoos, but this is better than the atlanta zoo. you can watch whale shark feedings, see a seal show a dolphin show etc. ",['Atlanta']
amazing time at the aquarium today with my wife. we have been multiple times in the past two years and have the residence pass we intend to do the behind the seas venture soon in the coming visits would love to do as many back stage activities as possible and learn more about what the aquarium is doing in the world of research and how we as patrons or creature lovers can help we love the aquarium and plan to come back many times this year and in years to come see you all real soon ,"['Activities', 'aquarium', 'Groups', 'Return']"
please take the train to your concourse terminal disappointed there were no shops open for night and early morning travelers ,['Wayfinding']
delta had very nice attendants to help expedite the check-in process. ,['Check In']
"being detained for a pat down is no cake walk makes you thank the heavens you planned to be at the airport 2 5 hours before boarding than the standard bedside manner: be the sun beam, be the happy traveler even if your plantar fasciitis has your dogs howling. it could be the thing that makes that tsa resting face crack into a smirk or a smile even use all your manners as if you re closing on the sale of a house while the housing market is saturated i know, you re the customer-but when it comes to this airport it s in our best interest to treat them with the courtesies we ve come to expect as human beans. we may not become tight as two peas in a pod but maybe we can be the catalyst for courteous service with a smile for the other forlorn and harried travelers in line on second thought, no. ",['Crowd']
"the usual hustle and bustle that would give any steely veined road warrior veteran an anxiety attack if they re not prepared to the tee. get your marta breeze card if you re on a round trip with no car rental plan ahead the 3oz liquids rule is still in effect best to put your electronics in separate bins one bin for phone, one for laptop etc or your bin will be detained. ","['Ground Transportation', 'Rental Car']"
"being detained for a pat down is no cake walk makes you thank the heavens you planned to be at the airport 2 5 hours before boarding than the standard bedside manner: be the sun beam, be the happy traveler even if your plantar fasciitis has your dogs howling. it could be the thing that makes that tsa resting face crack into a smirk or a smile even use all your manners as if you re closing on the sale of a house while the housing market is saturated i know, you re the customer-but when it comes to this airport it s in our best interest to treat them with the courtesies we ve come to expect as human beans. we may not become tight as two peas in a pod but maybe we can be the catalyst for courteous service with a smile for the other forlorn and harried travelers in line on second thought, no. everyone smiling at tsa in atlanta may cause such a rise in positive frequency that i-75 splits like the grand canyon, as part of it sits on top the san andreas fault. ",['Security']
"jason and i have been married for almost 6 months, and we ve already learned so much. although we lived together before marriage, and although not much is different now that we are married somehow it s very different lol. anyway, we decided about a week ago that we are going to try something called dating the alphabet. we re trying to do at least 2 date adventures a month and corresponding them to letters of the alphabet to help us get more creative ideas what a fun way to keep dating your spouse after marriage, try new things and explore all our area has to offer aquarium is our a date. we spent the day in the city, playing tourist as we enjoyed watching the chicago river turn fluorescent green walking the crowded sidewalks- coffee in hand, and ultimately making our way to the main event- shedd_aquarium we had such a wonderful time taking in the sights, and making memories. ",['Crowd']
"food over priced and no boxes for leftovers limited shows, may not arrive 2min late. ",['Food']
"translated by google super efficient airport, delta and # 39; s base original super efficient airport, delta and # 39; s base original ",['Airlines']
kids and adults enjoyed it equally spent the whole day here till it closed and lots of things to do here with kids ,['aquarium']
"georgia aquarium is one of my favorite places to visit in atlanta, especially if you have never seen a whale shark. ",['Atlanta']
if your there on a layover or change of flights the restaurants are packed. ,"['Crowd', 'Restaurants']"
"i was pleasantly surprised by the organisation and service of this airport. despite being huge it is never chaotic, the officials are professional and the people are very helpful see you soon again ",['Staff']
"friendly sky praying for safe travels, mercy and grace # delta hartsfieldjackson love appreciation ","['Airlines', 'Security']"
"no seats left at gate airport clearly can not support passengers flying to or out of atl also, bathroom lines were crazy ",['Bathrooms']
"on the plane starving because the lines were too long to purchase food. no seats left at gate airport clearly can not support passengers flying to or out of atl also, bathroom lines were crazy ",['Crowd']
on the plane starving because the lines were too long to purchase food. ,['Restaurants']
"second visit and still great definitely not cheap, but if you get to all of the exhibits even if you do not do the presentations it is a lovely place to spend a day. ",['Price']
just check out these photos i still love ocean voyager but the sharks were very impressive ,['Experience']
horrible experience and unfortunately have to do it again to see family ,['Experience']
"` everyone is rude ' ` everyone is rude '| be aware, everyone is rude and feels like they do you a favour from immigration to restaurant staff if you not from usa then you are deemed inferior. ","['Restaurants', 'Staff']"
"the animals looked wonderful and the staff was great the only issue was the cafe food the food was waaay too expensive and the food was not too great i bought a buffalo chicken sandwich, it had nothing on it and the chicken was crazy thin. it was 15 and only came with some fries other than that everything was amazing ","['Animals', 'Food', 'Food', 'Food', 'Staff']"
"had a weekday date here with my lovely girl. we had a great time, loved the dolphins display and fun sea lion show we definitely recommend coming here with anyone under the sun it has something for everyone and i am sure you would enjoy the lively atmosphere and great sights ","['dolphin show', 'Others', 'Others']"
some para where close due to lack of staff or they close early; it was a friday and i will think they had things plan but it wasn t the case ,['Staff']
"a little crowded, but with good reason. the main tank is breath taking i would go early and beat the crowds ",['Crowd']
"shedd combines the best of early 20th-century age of aquariums characteristicsa diverse, global animal collection surrounded by eye-popping architecturewith 21stcentury advances in animal care, environments and interpretation. ",['Animals']
was here early did see any signage for cell phone area waiting area airport staff let me know that i can find it by the car rental area anyone having to wait follow the car rental sign huge parking area ,"['Parking', 'Rental Car', 'Staff', 'Waiting Areas']"
difficult to get from one end to another if flights are delayed ,['Flight Experience']
"signs a bit confusing when it comes to north terminal, west side south parking. ",['Parking']
"the tsa lines are way too long, felt like i walked in circles for about 5 miles. ",['Security']
great idea for a ` daycation ' if you are within driving distance great idea for a ` daycation ' if you are within driving distance we visited this aquarium on a ` daycation ' with our kids. we all enjoyed ourselves the set up of this aquarium is neat you enter into somewhat of a ` court ' in the middle with the various exhibits tunneling off of the main center. we ended our day with the dolphin show ,"['aquarium', 'dolphin show', 'Entertainment', 'Exhibits', 'ocean voyager']"
"top notch aquarium with a wide variety of sea life and numerous specialty shows to entertain. your experience can be tailored from basic admission to stroll around the habitats to detailed tours of behind the scene operations of the facility for restricting outside food and beverages, i would prefer a better selection of food. ","['aquarium', 'Food', 'Food', 'Others', 'Programs']"
"translated by google my vacation in this beautiful city of atlanta ca was a unique and incomparable experience. i will never forget its beautiful places, the most i will have in my memories original my vacation in this beautiful city of atlanta ca was a unique and incomparable experience. ",['Atlanta']
"would recommend wouldn t go 9am-2pm on week days as they have huge groups of school age kids. we went super early and beat the crowd of them, but it s very loud in there with thousands of children. ","['Crowd', 'Environmental']"
"did not disappoint was happy about a military discount as it is a bit pricey, but you can tell the money is taking fantastic care of the creatures housed there. ",['Discount']
i would suggest getting there early it is a lot easier to enjoy it before the crowd gets there at noon ,['Crowd']
amazing aquarium. there is so much to see if you are in ga you must stop here easy parking a lots to do inside food court is very good too ,"['aquarium', 'Food', 'Food', 'Parking']"
the retail store is larger than half the exhibits the aquariums were kept clean and the views were breathtaking nothing like having a 3ton basking shark swim overtop of you overall the experience was definitely worth the hassle of elbowing your way through a huge crowd to get to the next exhibits the worst thing was there was no signage or postings to inform the guests that you had to register for any of the shows it is pretty embarrassing waiting 30 mins just to get up to the front of the line and say ` i had no idea you had to get a reservation to watch some sea lions '. ,"['aquarium', 'Cleanliness', 'Crowd', 'Crowd', 'Experience', 'Price', 'Sharks! Predators of the Deep']"
the latest aquarium i ve ever seen. food was way overpriced but the aquarium was very clean and well kept you can always tell when there are good managers employees all were very nice and friendly i ll be returning again one day lots to see and learn ,['aquarium']
food was way overpriced but the aquarium was very clean and well kept you can always tell when there are good managers employees all were very nice and friendly i ll be returning again one day lots to see and learn ,"['Cleanliness', 'Food', 'Groups', 'Price', 'Return', 'Staff']"
"aquariums are especially fun for kids, and the various exhibits engaged them as well as the adults the amazon display was especially interesting to me as it showed all aspects of the region and how it functions as well as reminding visitors about preservation. highly recommend this, even if you have been to other aquatic venues. ","['Amazon Rising', 'Exhibits']"
"fishes and more fishes and more i have not been here since i was a kid, on long ago summer trips to visit family. ",['Experience']
"even the california state saltwater fish, the garibaldi was featured in the kelp forest tank. ",['Others']
i would think that there are other enrichment activities that would be better for them ,['Activities']
"3 million gallon tank is impressive other exhibits, like the penguins seemed really cramped for the animals. ","['Animals', 'Exhibits']"
"3 million gallon tank is impressive other exhibits, like the penguins seemed really cramped for the animals. i have seen that species of penguin in the wild, and the exhibit here made me really sad for them. ",['coldwater quest']
i came midday on a wednesday and it was quite crowded. ,['Crowd']
"i would hate to see it on the weekend the whale sharks and manta rays are stunning, and the 6. ",['crowd']
"because it had whale sharks, there were also a few other sharks and there was a gigantic fish which was not a gigantic fish because it was a gigantic school of fish and they were like making a really cool fish that can scare away the sharks instead of them being eaten so if they were alone then they would be eaten. so that is why the georgia aquarium is so cool this was written by my 7 year old lol ",['ocean voyager']
an amazing place to take your kids. they offer self portraits for a reasonable price and they have great food and great attractions ,['Price']
"coming to atlanta, i had to come to this one. it is so big it has not one, but two whale sharks. ",['Atlanta']
"i had to come on a sunday but i would not recommend it we came in around 11am, when google said it would be less busy but it was jammed packed with people already. we stayed until about 330pm and by that time it was hard to move without touching another person i was impressed by the layout and the way the exhibits are decorated i also really liked the little looks of behind the scenes we happened to walk by the top of the whale shark tank while they were doing the targeted feeding, and no one was there except the person working and the people in the room who paid for the experience. it was awesome to essentially get this expensive paid thing for free however, once people realized what was happening my bf is too loud with his good questions we got shoved out of the way and were essentially forced to leave. ","['Crowd', 'Exhibits', 'Experience', 'Others', 'Price']"
the dolphin show was impressive but the theater is massive and you may not get a good view if you do not get there early we came 25 min before the show and we still got nosebleed seats the sea lion show was much more intimate and there was no bad view we did not eat at the caf but we could have the food actually looked good and it was not tooooo overpriced maybe next time ,"['dolphin show', 'Food', 'Others']"
"coming to atlanta, i had to come to this one. it is so big it has not one, but two whale sharks. i had to come on a sunday but i would not recommend it we came in around 11am, when google said it would be less busy but it was jammed packed with people already. we stayed until about 330pm and by that time it was hard to move without touching another person i was impressed by the layout and the way the exhibits are decorated i also really liked the little looks of behind the scenes we happened to walk by the top of the whale shark tank while they were doing the targeted feeding, and no one was there except the person working and the people in the room who paid for the experience. it was awesome to essentially get this expensive paid thing for free however, once people realized what was happening my bf is too loud with his good questions we got shoved out of the way and were essentially forced to leave. ",['ocean voyager']
"i had to come on a sunday but i would not recommend it we came in around 11am, when google said it would be less busy but it was jammed packed with people already. we stayed until about 330pm and by that time it was hard to move without touching another person i was impressed by the layout and the way the exhibits are decorated i also really liked the little looks of behind the scenes we happened to walk by the top of the whale shark tank while they were doing the targeted feeding, and no one was there except the person working and the people in the room who paid for the experience. it was awesome to essentially get this expensive paid thing for free however, once people realized what was happening my bf is too loud with his good questions we got shoved out of the way and were essentially forced to leave. the dolphin show was impressive but the theater is massive and you may not get a good view if you do not get there early we came 25 min before the show and we still got nosebleed seats the sea lion show was much more intimate and there was no bad view we did not eat at the caf but we could have the food actually looked good and it was not tooooo overpriced maybe next time ",['Price']
"i had to come on a sunday but i would not recommend it we came in around 11am, when google said it would be less busy but it was jammed packed with people already. we stayed until about 330pm and by that time it was hard to move without touching another person i was impressed by the layout and the way the exhibits are decorated i also really liked the little looks of behind the scenes we happened to walk by the top of the whale shark tank while they were doing the targeted feeding, and no one was there except the person working and the people in the room who paid for the experience. it was awesome to essentially get this expensive paid thing for free however, once people realized what was happening my bf is too loud with his good questions we got shoved out of the way and were essentially forced to leave. another fun behind the scenes look is at the top of the sea otter area where we got to see a sequestered sea otter trying to get our attention super cute the shows are really fun, make sure to sign up for them early. ",['Programs']
"another fun behind the scenes look is at the top of the sea otter area where we got to see a sequestered sea otter trying to get our attention super cute the shows are really fun, make sure to sign up for them early. ",['river scout']
"landing from las, we were a bit confused by the tram system. not because it is confusing in terms of it is run, it runs in one straight line to each terminal back and forth hence the long wait times but because the website says get off at t for ground transportation but the signs says get off at the domestic terminal. we decided to get off at the last stop terminal and to be sure we asked the employee working/watching. he was no help he just went ` eh ' so we went up the escalator and thankfully there were signs to the marta station. ","['Amenities', 'Crowd', 'Ground Transportation', 'Ground Transportation', 'Staff']"
"i have never, ever seen a tsa pre-check line this long in all of the ` big city ' airports i have been to, including lax. it is in a different area than the general security screening and i would hate to see what the line looks like there however, the line did move fairly fast because every lane was open and there are like 10 or more of them. we arrived super early for our flight because we did not have much else to do so we decided to check out the scene at the airport at first, i wanted to just tool around before security but there were so many panhandlers i could not take being bothered anymore so we went in. we did not have a gate yet and i could not remember what gates we came in on i checked the airport website and they seriously need to update that thing so we decided to hang out at the c gates this area was clean, spacious with plenty of food choices and souvenir shops. d gates are tight, crowded dirty and have not one place to charge your electronics. it is crazy the disparity between gates that sit side by side ",['Cleanliness']
"i have never, ever seen a tsa pre-check line this long in all of the ` big city ' airports i have been to, including lax. it is in a different area than the general security screening and i would hate to see what the line looks like there however, the line did move fairly fast because every lane was open and there are like 10 or more of them. we arrived super early for our flight because we did not have much else to do so we decided to check out the scene at the airport at first, i wanted to just tool around before security but there were so many panhandlers i could not take being bothered anymore so we went in. we did not have a gate yet and i could not remember what gates we came in on i checked the airport website and they seriously need to update that thing so we decided to hang out at the c gates this area was clean, spacious with plenty of food choices and souvenir shops. ","['Restaurants', 'Security', 'Security']"
"i have been to this airport via connection before but never exited, entered until this trip to atlanta. ",['Wayfinding']
"landing from las, we were a bit confused by the tram system. not because it is confusing in terms of it is run, it runs in one straight line to each terminal back and forth hence the long wait times but because the website says get off at t for ground transportation but the signs says get off at the domestic terminal. we decided to get off at the last stop terminal and to be sure we asked the employee working/watching. he was no help he just went ` eh ' so we went up the escalator and thankfully there were signs to the marta station. i have never, ever seen a tsa pre-check line this long in all of the ` big city ' airports i have been to, including lax. it is in a different area than the general security screening and i would hate to see what the line looks like there however, the line did move fairly fast because every lane was open and there are like 10 or more of them. we arrived super early for our flight because we did not have much else to do so we decided to check out the scene at the airport at first, i wanted to just tool around before security but there were so many panhandlers i could not take being bothered anymore so we went in. we did not have a gate yet and i could not remember what gates we came in on i checked the airport website and they seriously need to update that thing so we decided to hang out at the c gates this area was clean, spacious with plenty of food choices and souvenir shops. ",['Website']
"stop. do not let me start ranting about disorganized airports atl atlanta airport is not one of them but it is overly organized it makes my head spin it is huge but i can not see it the moment i step out of the gate there were no signs coming out of southwest airlines gates to direct me how to get to food, restroom or exit until i get to see the overhead signs. seats at concourse c by southwest airlines side or gates 30-45 were vacant as during my 5hour layover. i wonder if this was an effect of inflation should not it be filled with people all the time that is contrary to mayor 's announcement ` efficient airport '. ",['Airlines']
"stop. do not let me start ranting about disorganized airports atl atlanta airport is not one of them but it is overly organized it makes my head spin it is huge but i can not see it the moment i step out of the gate there were no signs coming out of southwest airlines gates to direct me how to get to food, restroom or exit until i get to see the overhead signs. ","['Bathrooms', 'Restaurants']"
the interactive kiosk is either broken or my fingers not recognized by the touch screen. ,['Check In']
seats at concourse c by southwest airlines side or gates 30-45 were vacant as during my 5hour layover. i wonder if this was an effect of inflation should not it be filled with people all the time that is contrary to mayor 's announcement ` efficient airport '. ,['Crowd']
i will take a flight with 12-hour layover to explore this huge airport in order to appreciate the beauty of atl airport. ,['Wayfinding']
"beautiful, very crowded and only one small touch pool if you want to see the dolphin show book it that morning as shows sell out extremely fast ",['Crowd']
"traffic was rough, but it was worth it our 1 year old loved it it was fun for us too we would definitely come back ","['Parking', 'Return']"
the sky train and plane train are two different things. both run smoothly ,['Wayfinding']
"though there s sauce sorry if construction that prevented me from getting my steps in by walking to baggage claim, there employees directing traffic at the train were pleasant and friendly which made up for the minor inconvenience. ","['Baggage Claim', 'Maintenance', 'Staff', 'Traffic', 'Wayfinding']"
security lines move quickly though great connections through delta bathrooms typically clean ,"['Bathrooms', 'Cleanliness']"
the local crowd adds to the congestion and noise what makes aquariums extra special is the opportunity to sit and watch marine life in a controlled environment this won t be an option when there are crowds next to the glass still worth going but not optimal my favorites are the playful otters and the beluga whales which swim right up to the glass make reservations for the shows for an unforgettable experience look for the truist selfie kiosks for free fun pics that are texted to your phone enjoy ,"['aquarium', 'coldwater quest', 'Crowd', 'Environmental', 'Experience', 'Experience', 'Programs', 'river scout', 'Ticket']"
"along with other great aquariums in the country atlanta aquarium is trying to advocate for conservation and sustainability of natural habitats and the wild creatures in them. i applaud atlanta aquarium for doing this also their otter and beluga exhibits were exemplary the shark exhibit was jaw-dropping also the fact that they have hammerheads and black tio reef sharks together, you get the sense of the real size of the sharks. ","['aquarium', 'Atlanta']"
along with other great aquariums in the country atlanta aquarium is trying to advocate for conservation and sustainability of natural habitats and the wild creatures in them. ,['Others']
"i applaud atlanta aquarium for doing this also their otter and beluga exhibits were exemplary the shark exhibit was jaw-dropping also the fact that they have hammerheads and black tio reef sharks together, you get the sense of the real size of the sharks. ",['Sharks! Predators of the Deep']
"lots of food options in most areas, easy to navigate with plane train ","['Restaurants', 'Wayfinding']"
"one of the largest aquariums in the world and the only one in the us to house whale sharks everything is well cared for here well designed to walk around the whole building also has a cafe for snacks or lunch the freshwater aquariums are awesome with live plants and tons of different fish species the tropical diver ones are neat as they have tons of colorful saltwater fish and coral the crown jewel is the ocean voyager which house the 2 whale sharks and many many open water species of fish and one turtle we did the behind the seas tour which was awesome our guide, michael was very informative and answered all our questions. ","['aquarium', 'Food', 'Food', 'Food', 'ocean voyager', 'ocean voyager', 'Tours', 'tropical diver', 'tropical diver']"
"we were here for the atlanta jewish times purim extravaganza among the vendors, we met jewish people from different perspectives and from different synagogues. ",['Atlanta']
all ways very busy sometimes it is hard to get help with wheelchairs. ,"['Accessibility', 'Crowd']"
"what is the point of paying for tsa pre-check if they still rummage through my bag and throw away kid 's juice boxes, sunscreen and empty bottles of lotion that have just enough residue to moisten my hands when i wash them? ","['Check In', 'Security']"
"we came to see the whale sharks, which are incredible overall the aquarium has a nice layout with exhibits always bringing you back to the center. ","['aquarium', 'Exhibits', 'ocean voyager', 'Others']"
"the sea lion show was not really clearly marked we just walked down an obscure hallway wondering where it led and ended up at the show it was a lot of fun though and recommend seeing it the dolphin show was also fantastic no photos or videos are allowed though in either show the gift shops offer a great variety of very overpriced merchandise there are no options for gf restricted diets either inside the food court or outside at the bottle cap cafe parking was easy and we did not have to wait long in line we did not buy our pictures because we wore blue shirts which blended in with the photo backgrounds, so do not wear blue if you want good pictures. ","['Crowd', 'dolphin show', 'Entertainment', 'Food', 'Gift Shop', 'Parking', 'Price']"
"and the dolphin show was the best must see its included in the ticket price if you buy your tickets online, you have a set time that you must arrive. so i would recommend setting your arrival time later, but arriving earlier. ","['Application', 'dolphin show']"
"did not need to pay for parking since the airbnb was in walking distance it was cool seeing the place start off pretty empty, then see it fill up with a bunch of families as the day progressed. ","['Crowd', 'Parking']"
"i love this place. we arrived early on a sunday, before they even opened and we were let in. ",['crowd']
"did not need to pay for parking since the airbnb was in walking distance it was cool seeing the place start off pretty empty, then see it fill up with a bunch of families as the day progressed. and the dolphin show was the best must see its included in the ticket price if you buy your tickets online, you have a set time that you must arrive. so i would recommend setting your arrival time later, but arriving earlier. ",['Price']
translated by google customs clearance and filtering is very quick and there weren and # 39; t too many queues or long waiting times. translated by google customs and filters are very quick and there weren and # 39; t too many queues or long waiting times. ,"['Crowd', 'Customs']"
"the weird white guy with long blonde hair by the starfish was having a miserable day i said hello and waited for instructions on touching the starfish but instead he sat there like a statue, ignored me then proceeded to catch an attitude with the kids when they put their hands in mind you he was sitting there like a mannequin not saying a word. then looked at my nephew dirty when he asked him a question about the starfish quit your job my guy you clearly hate it there ",['Cleanliness']
the men 's bathroom was too small on the c concourse. ,['Bathrooms']
"there were only 3 urinals, and 1 of the urinals was not working. ",['Bathrooms']
"always extremely busy, not that i ever got to stop and look but theres a lot of history tours with audio on your walk between terminals. ","['Ambience', 'Crowd']"
i could sit and watch the whales and manta rays all day very crowded on the day we went there was a cheer competition and a marathon race same day it was terrible trying to get thru the town 40 mins to go around the block to get to the garage ,"['Crowd', 'Others']"
"admission is 53 per adult the cafeteria offers mediocre food at high prices worth a visit, nevertheless. ","['Food', 'Price', 'Price']"
it is hard to have a great experience with thousands of other people swarming around especially when you have a toddler with a stroller. ,"['aquarium', 'Experience']"
"i went on a monday to avoid the crowds of the weekend, but apparently there are hoards of people everyday. ",['Crowd']
downside is how busy it is but all in all a great experience ,['Crowd']
"fast and efficient, some staff friendly some staff not. ",['Staff']
"however, there was no dolphin show and there was one exhibit that is down. ","['Abbott Oceanarium', 'Entertainment']"
"also, there are so many people with strollers and there are only 2 elevators but there should be a ramp for accessibility. ","['Accessibility', 'Accessibility', 'Others']"
"my family and i visited the shedd last weekend february 26, 2023. we have been to the shedd previously several times, but this time it was very disappointing. ","['Experience', 'Others']"
"first of all, the price increased just as everything has. ",['Price']
the only thing that has increased is security once you walk in we were very disappointed ,['Staff']
everything seems like it is not as well maintained their was a worker that was yelling at everyone at an exhibit that is hands-on. ,['Staff']
"the exhibits are both educational and entertaining, and i especially enjoyed the underwater tunnel. it was a unique experience to get up close and personal with the maritime creatures the staff were very knowledgeable and friendly, and they were able to answer all of my questions. ","['Exhibits', 'Groups', 'Staff', 'Staff']"
"the exhibits are both educational and entertaining, and i especially enjoyed the underwater tunnel. it was a unique experience to get up close and personal with the maritime creatures the staff were very knowledgeable and friendly, and they were able to answer all of my questions. i would highly recommend the shedd aquarium to anyone looking for an unforgettable experience ",['Experience']
"amazing aquarium there are so many different animals and they seem genuinely happy. it is was so busy on sunday that i could barely move though also everything is so expensive parking, pictures lunch were each their own cost. but overall it was a great day ","['Animals', 'aquarium', 'crowd', 'Experience', 'Food', 'Price']"
most europeans smoke and no smoking lounge makes americans seem like they are looking down their noses at others you have to exit the airport to smoke and they do not even make that easy it is not really safe and i am definitely not in the airport spending my money highly recommend finding a different airport tired of being treated like second class because i smoke i have the legal right and the smoking area is always full so do not say there are not many smokers ,"['Amenities', 'Lounges', 'Price', 'Security']"
